chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
chr1	202173001	202746000	DIPLOID	55	0.5467	2.0000	0.1000	1.1427	1.0108	1.0097	2.1296	0.4234	0.2861	4.1296	0.0000	0.0000	4.1169	true	NONE	328	0.5157	0.4725	1.4518	202171001	202173001
chr1	202746001	202951000	DIPLOID	77	0.5441	1.6284	0.8906	1.0225	0.8808	0.8804	1.9435	0.1925	0.5893	3.5719	0.0000	0.0000	3.7119	true	NONE	198	0.5441	0.4400	1.5713	202746001	202746001
chr1	202951001	203015000	DIPLOID	0	0.0000	1.9295	0.2387	1.0844	0.9358	0.9352	1.9295	0.2387	0.0000	3.8590	0.0000	0.0000	3.9344	true	NONE	61	0.5000	0.4373	1.4564	202951001	202951001
chr1	203015001	203527000	DIPLOID	208	0.5375	2.0000	0.1000	1.1437	1.0376	1.0364	2.1342	0.4370	0.2886	4.1342	0.0000	0.0000	4.0900	true	NONE	476	0.5162	0.4838	1.4537	203015001	203015001
chr1	203527001	203536000	DIPLOID	3	0.5132	1.9235	0.2583	1.0983	0.9877	0.9857	2.0000	0.1000	0.1839	3.9235	0.0000	0.0000	3.9380	true	NONE	9	0.5098	0.4597	1.4306	203527001	203527001
chr1	203536001	203737000	DIPLOID	68	0.5436	1.6046	0.9116	1.0296	0.9062	0.9038	2.0000	0.1000	0.5499	3.6046	0.0000	0.0000	3.7148	true	NONE	198	0.5548	0.4728	1.5582	203536001	203536001
chr1	203737001	204072000	DIPLOID	37	0.5507	1.4707	0.9575	0.9583	0.8522	0.8494	1.8027	0.6048	0.8603	3.2734	0.0000	0.0000	3.4470	true	NONE	322	0.5507	0.4321	1.5094	203737001	203737001
chr1	204072001	204073000	DIPLOID	2	0.5697	1.3337	0.8496	0.9619	1.0619	1.0589	1.9566	0.1483	0.5685	3.2903	0.0000	0.0000	3.2176	true	NONE	1	0.5946	0.5330	1.5161	204072001	204072001
chr1	204073001	204480000	DIPLOID	188	0.5371	2.0000	0.1000	1.1277	1.0030	0.9991	2.0600	0.2039	0.1632	4.0600	0.0000	0.0000	4.0564	true	NONE	394	0.5074	0.4905	1.4240	204073001	204075001
chr1	204480001	204558000	DIPLOID	64	0.5449	1.5623	0.9407	0.9926	0.9011	0.8961	1.8706	0.4230	0.7431	3.4329	0.0000	0.0000	3.5490	true	NONE	77	0.5449	0.4406	1.5731	204480001	204480001
chr1	204558001	205082000	DIPLOID	310	0.5389	2.0000	0.1000	1.1580	1.0355	1.0271	2.2006	0.6126	0.3840	4.2006	0.0000	0.0000	4.1589	true	NONE	513	0.5239	0.4792	1.4802	204558001	204558001
chr1	205082001	205092000	DIPLOID	7	0.5373	2.0000	0.1000	1.1225	0.9789	0.9701	2.0361	0.1235	0.1201	4.0361	0.0000	0.0000	4.0608	true	NONE	10	0.5045	0.4126	1.4144	205082001	205082001
chr1	205092001	205210000	DIPLOID	76	0.5462	1.5648	0.9392	0.9959	0.8784	0.8707	1.8834	0.3846	0.7231	3.4482	0.0000	0.0000	3.5910	true	NONE	117	0.5462	0.4284	1.5793	205092001	205092001
chr1	205210001	205786000	DIPLOID	254	0.5455	1.8692	0.4270	1.0866	0.9661	0.9578	2.0000	0.1000	0.2875	3.8692	0.0000	0.0000	3.9089	true	NONE	542	0.5169	0.4794	1.4523	205210001	205210001
chr1	205786001	205792000	DIPLOID	7	0.5158	2.0000	0.1000	1.1218	0.9838	0.9749	2.0326	0.1116	0.1091	4.0326	0.0000	0.0000	4.0516	true	NONE	6	0.5040	0.4565	1.4130	205786001	205786001
chr1	205792001	207119000	DIPLOID	420	0.5405	2.0000	0.1000	1.1418	1.0300	1.0216	2.1256	0.4117	0.2766	4.1256	0.0000	0.0000	4.0904	true	NONE	1022	0.5152	0.4566	1.4503	205792001	205792001
chr1	207119001	207120000	HET_DELETION	0	0.0000	0.0000	0.1000	0.1982	0.2047	0.2023	-0.2546	2.2273	0.0000	-0.2546	0.0000	0.0000	0.6796	true	NONE	1	1.0000	0.3890	1.9018	207119001	207119001
chr1	207120001	207369000	DIPLOID	87	0.5325	2.0000	0.1000	1.1592	1.0201	1.0088	2.2062	0.6256	0.3864	4.2062	0.0000	0.0000	4.1826	true	NONE	229	0.5245	0.3795	1.4825	207119001	207120001
chr1	207369001	207371000	HET_DELETION	0	0.0000	0.7823	0.6518	0.5901	0.4429	0.4380	0.7823	0.9784	0.0000	1.5645	0.0000	0.0000	2.2189	true	NONE	2	0.5000	0.3725	1.1742	207369001	207369001
chr1	207371001	207798000	DIPLOID	138	0.5404	2.0000	0.1000	1.1332	1.0233	1.0106	2.0855	0.2874	0.2093	4.0855	0.0000	0.0000	4.0582	true	NONE	301	0.5105	0.3873	1.4342	207369001	207372001
chr1	207798001	208590000	DIPLOID	449	0.5376	2.0000	0.1000	1.1744	1.0898	1.0787	2.2765	0.7665	0.4658	4.2765	0.0000	0.0000	4.1711	true	NONE	780	0.5323	0.4432	1.5106	207798001	207798001
chr1	208590001	208615000	DIPLOID	19	0.5472	2.0000	0.1000	1.1591	1.0476	1.0408	2.2057	0.6246	0.3965	4.2057	0.0000	0.0000	4.1498	true	NONE	25	0.5245	0.4160	1.4823	208590001	208590001
chr1	208615001	209326000	DIPLOID	425	0.5392	1.9038	0.3216	1.0941	1.0174	1.0118	2.0000	0.1000	0.2273	3.9038	0.0000	0.0000	3.8833	true	NONE	678	0.5123	0.3999	1.4385	208615001	208615001
chr1	209326001	209905000	DIPLOID	494	0.5398	2.0000	0.1000	1.1554	1.0491	1.0491	2.1885	0.5834	0.3689	4.1885	0.0000	0.0000	4.1309	true	NONE	567	0.5225	0.4364	1.4754	209326001	209326001
chr1	209905001	209912000	HET_DELETION	0	0.0000	0.7052	0.7960	0.5569	0.5039	0.5047	0.7052	1.2382	0.0000	1.4104	0.0000	0.0000	1.9931	true	NONE	7	0.5000	0.3566	1.2358	209905001	209905001
chr1	209912001	209913000	HET_DELETION	1	0.5158	1.2567	0.7313	0.8122	0.5735	0.5744	1.3387	0.8556	0.8185	2.5955	0.0000	0.0000	3.0964	true	NONE	1	0.5158	0.4400	1.2382	209912001	209912001
chr1	209913001	210948000	DIPLOID	789	0.5375	1.9653	0.1190	1.1073	0.9954	1.0003	2.0000	0.1000	0.1177	3.9653	0.0000	0.0000	3.9706	true	NONE	975	0.5044	0.4090	1.4139	209905001	209913001
chr1	210948001	210960000	DIPLOID	11	0.5342	1.6959	0.8099	1.0374	0.9912	0.9999	1.9449	0.1876	0.5329	3.6408	0.0000	0.0000	3.6511	true	NONE	6	0.5342	0.4333	1.5437	210948001	210948001
chr1	210960001	212469000	DIPLOID	749	0.5410	1.7573	0.7043	1.0625	0.9357	0.9488	2.0000	0.1000	0.4351	3.7573	0.0000	0.0000	3.8328	true	NONE	1405	0.5323	0.4205	1.4971	210960001	210960001
chr1	212469001	212748000	DIPLOID	195	0.5373	2.0000	0.1000	1.1351	0.9855	1.0008	2.0941	0.3148	0.2229	4.0941	0.0000	0.0000	4.1111	true	NONE	262	0.5115	0.4451	1.4376	212469001	212469001
chr1	212748001	212927000	DIPLOID	239	0.5385	1.5346	0.9551	0.9694	0.8527	0.8664	1.7906	0.6331	0.8552	3.3252	0.0000	0.0000	3.4982	true	NONE	165	0.5385	0.4142	1.5301	212748001	212748001
chr1	212927001	213226000	DIPLOID	75	0.5424	1.7933	0.6269	1.0703	0.9379	0.9530	2.0000	0.1000	0.3943	3.7933	0.0000	0.0000	3.8663	true	NONE	276	0.5272	0.3983	1.4827	212927001	212927001
chr1	213226001	213440000	DIPLOID	82	0.5309	2.0000	0.1000	1.1267	1.0164	1.0322	2.0553	0.1884	0.1531	4.0553	0.0000	0.0000	4.0361	true	NONE	210	0.5068	0.4183	1.4221	213226001	213226001
chr1	213440001	213445000	HET_DELETION	0	0.0000	0.7175	0.7765	0.5622	0.5084	0.5159	0.7175	1.2002	0.0000	1.4350	0.0000	0.0000	2.0125	true	NONE	5	0.5000	0.4174	1.2260	213440001	213440001
chr1	213445001	216073000	DIPLOID	1277	0.5376	2.0000	0.1000	1.1350	1.0232	1.0385	2.0938	0.3140	0.2226	4.0938	0.0000	0.0000	4.0666	true	NONE	2519	0.5115	0.3893	1.4375	213440001	213445001
chr1	216073001	216081925	AMPLIFICATION	0	0.0000	2.3221	0.8348	1.2535	1.1774	1.1962	2.3221	0.8348	0.0000	4.6441	0.0000	0.0000	4.4358	true	NONE	8	0.5000	0.3566	1.6577	216073001	216073001
chr1	216081926	216192409	DIPLOID	0	0.0000	2.6805	0.8313	1.4080	1.0385	1.0553	2.6805	0.8313	0.0000	5.3611	0.0000	0.0000	5.3158	false	DUP	101	0.5000	0.3460	1.9444	216081926	216081926
chr1	216192410	216856000	DIPLOID	300	0.5398	2.0000	0.1000	1.1591	1.0531	1.0736	2.2057	0.6246	0.3912	4.2057	0.0000	0.0000	4.1434	true	DUP	653	0.5245	0.3654	1.4823	216192410	216192410
chr1	216856001	218664000	DIPLOID	848	0.5353	2.0000	0.1000	1.1156	1.0025	1.0292	2.0038	0.1000	0.1071	4.0038	0.0000	0.0000	4.0009	true	NONE	1755	0.5005	0.3802	1.4015	216856001	216856001
chr1	218664001	219820000	DIPLOID	986	0.5369	2.0000	0.1000	1.1571	1.0298	1.0539	2.1964	0.6026	0.3772	4.1964	0.0000	0.0000	4.1614	true	NONE	1098	0.5234	0.3769	1.4786	218664001	218664001
chr1	219820001	219838000	DIPLOID	0	0.0000	1.8499	0.4823	1.0501	0.9740	0.9944	1.8499	0.4823	0.0000	3.6998	0.0000	0.0000	3.7302	true	NONE	17	0.5000	0.4003	1.5201	219820001	219820001
chr1	219838001	220032000	DIPLOID	91	0.5333	1.7355	0.7456	1.0578	0.9378	0.9575	2.0000	0.1000	0.4509	3.7355	0.0000	0.0000	3.8086	true	NONE	163	0.5354	0.3859	1.5058	219838001	219838001
chr1	220032001	220145000	DIPLOID	2	0.5329	1.5285	0.9578	0.9580	0.8605	0.8782	1.7438	0.7304	0.8996	3.2722	0.0000	0.0000	3.4362	true	NONE	108	0.5329	0.4059	1.5089	220032001	220032001
chr1	220145001	220152000	DIPLOID	0	0.0000	1.8961	0.3457	1.0700	0.9123	0.9305	1.8961	0.3457	0.0000	3.7921	0.0000	0.0000	3.8951	true	NONE	7	0.5000	0.3686	1.4831	220145001	220145001
chr1	220152001	221534000	DIPLOID	442	0.5362	2.0000	0.1000	1.1197	1.0143	1.0283	2.0228	0.1000	0.1072	4.0228	0.0000	0.0000	4.0060	true	NONE	1318	0.5028	0.3958	1.4091	220152001	220152001
chr1	221534001	222127000	DIPLOID	412	0.5353	2.0000	0.1000	1.1835	1.0491	1.0557	2.3190	0.8307	0.4982	4.3190	0.0000	0.0000	4.2613	true	NONE	571	0.5369	0.3984	1.5276	221534001	221534001
chr1	222127001	224064000	DIPLOID	602	0.5426	1.9629	0.1268	1.1068	1.0010	1.0026	2.0000	0.1000	0.1231	3.9629	0.0000	0.0000	3.9618	true	NONE	1578	0.5047	0.4221	1.4148	222127001	222127001
chr1	224064001	224071000	DIPLOID	17	0.5263	1.7647	0.6893	1.0641	0.8973	0.8959	2.0000	0.1000	0.4154	3.7647	0.0000	0.0000	3.8854	true	NONE	7	0.5312	0.4157	1.4941	224064001	224064001
chr1	224071001	224390000	HET_DELETION	182	0.5407	1.4883	0.9646	0.9512	0.8485	0.8464	1.7524	0.7140	0.9077	3.2407	0.0000	0.0000	3.4187	true	NONE	305	0.5407	0.4244	1.4963	224071001	224071001
chr1	224390001	224492000	DIPLOID	27	0.5443	1.7828	0.6505	1.0680	0.9226	0.9199	2.0000	0.1000	0.4085	3.7828	0.0000	0.0000	3.8737	true	NONE	101	0.5287	0.4062	1.4869	224071001	224390001
chr1	224492001	225549000	DIPLOID	528	0.5412	2.0000	0.1000	1.1201	1.0040	0.9993	2.0247	0.1000	0.1082	4.0247	0.0000	0.0000	4.0200	true	NONE	982	0.5031	0.4063	1.4099	224492001	224492001
chr1	225549001	225565000	DIPLOID	0	0.0000	2.0479	0.1633	1.1354	0.9373	0.9324	2.0479	0.1633	0.0000	4.0957	0.0000	0.0000	4.1693	true	NONE	15	0.5000	0.3807	1.4383	225549001	225549001
chr1	225565001	226354000	DIPLOID	345	0.5439	1.5980	0.9167	1.0078	0.9155	0.9108	1.9056	0.3157	0.6703	3.5036	0.0000	0.0000	3.6029	true	NONE	750	0.5439	0.4508	1.5985	225565001	225565001
chr1	226354001	226523000	DIPLOID	108	0.5380	1.8977	0.3405	1.0928	0.9852	0.9781	2.0000	0.1000	0.2370	3.8977	0.0000	0.0000	3.9151	true	NONE	162	0.5131	0.4653	1.4409	226354001	226354001
chr1	226523001	226524000	DIPLOID	0	0.0000	1.9931	0.1000	1.1118	1.0856	1.0775	1.9931	0.1000	0.0000	3.9862	0.0000	0.0000	3.8856	true	NONE	1	0.5000	0.4590	1.4055	226523001	226523001
chr1	226524001	226723000	DIPLOID	58	0.5337	2.0919	0.3077	1.2195	1.0990	1.0903	2.3942	0.9106	0.6502	4.4861	0.0000	0.0000	4.3698	true	NONE	194	0.5337	0.4907	1.5944	226524001	226524001
chr1	226723001	226726000	DIPLOID	0	0.0000	2.2672	0.7503	1.2299	1.0525	1.0442	2.2672	0.7503	0.0000	4.5344	0.0000	0.0000	4.4727	true	NONE	3	0.5000	0.5050	1.6137	226723001	226723001
chr1	226726001	227330000	DIPLOID	740	0.5375	2.0000	0.1000	1.1150	0.9903	0.9829	2.0010	0.1000	0.1075	4.0010	0.0000	0.0000	4.0124	true	NONE	563	0.5001	0.4113	1.4004	226726001	226726001
chr1	227330001	227481000	DIPLOID	141	0.5366	1.6048	0.9114	0.9991	0.9129	0.9050	1.8583	0.4586	0.7352	3.4630	0.0000	0.0000	3.5654	true	NONE	147	0.5366	0.4310	1.5852	227330001	227330001
chr1	227481001	228068000	DIPLOID	340	0.5354	2.0000	0.1000	1.1281	1.0182	1.0087	2.0620	0.2108	0.1664	4.0620	0.0000	0.0000	4.0406	true	NONE	448	0.5076	0.4725	1.4248	227481001	227481001
chr1	228068001	228072000	HET_DELETION	0	0.0000	0.4271	0.9342	0.3451	0.3652	0.3614	0.0000	1.5000	0.0000	0.4271	0.0000	0.0000	1.1727	true	NONE	4	0.0000	0.5177	1.6292	228068001	228068001
chr1	228072001	229157000	DIPLOID	94	0.5461	2.0000	0.1000	1.1448	1.0371	1.0265	2.1391	0.4511	0.3009	4.1391	0.0000	0.0000	4.0956	true	NONE	860	0.5168	0.4807	1.4556	228068001	228072001
chr1	229157001	229172000	DIPLOID	5	0.5341	2.0000	0.1000	1.1457	0.9680	0.9575	2.1435	0.4637	0.3010	4.1435	0.0000	0.0000	4.1811	true	NONE	15	0.5173	0.4781	1.4574	229157001	229157001
chr1	229172001	229677000	DIPLOID	159	0.5357	1.8139	0.5772	1.0747	0.9699	0.9601	2.0000	0.1000	0.3628	3.8139	0.0000	0.0000	3.8493	true	NONE	477	0.5244	0.4354	1.4744	229172001	229172001
chr1	229677001	229685000	HET_DELETION	0	0.0000	1.1753	0.5500	0.5062	0.4543	0.4506	0.0000	1.5000	0.0000	1.1753	0.0000	0.0000	1.8162	true	NONE	8	0.0000	0.3771	1.4701	229677001	229677001
chr1	229685001	230960000	DIPLOID	751	0.5385	2.0000	0.1000	1.1442	1.0306	1.0207	2.1365	0.4437	0.2928	4.1365	0.0000	0.0000	4.1006	true	NONE	1233	0.5165	0.4417	1.4546	229677001	229685001
chr1	230960001	231903000	DIPLOID	418	0.5366	1.9237	0.2576	1.0983	0.9913	0.9779	2.0000	0.1000	0.1919	3.9237	0.0000	0.0000	3.9339	true	NONE	898	0.5097	0.4233	1.4305	230960001	230960001
chr1	231903001	232654000	DIPLOID	569	0.5361	2.0000	0.1000	1.1629	1.0517	1.0407	2.2236	0.6646	0.4099	4.2236	0.0000	0.0000	4.1629	true	NONE	708	0.5265	0.4175	1.4894	231903001	231903001
chr1	232654001	234519000	DIPLOID	1072	0.5366	1.9075	0.3099	1.0949	1.0085	1.0013	2.0000	0.1000	0.2199	3.9075	0.0000	0.0000	3.8975	true	NONE	1788	0.5118	0.4104	1.4370	232654001	232654001
chr1	234519001	234776000	DIPLOID	155	0.5393	2.0000	0.1000	1.1576	1.0536	1.0484	2.1990	0.6087	0.3822	4.1990	0.0000	0.0000	4.1360	true	NONE	254	0.5237	0.4488	1.4796	234519001	234519001
chr1	234776001	234783000	NOISE	0	0.0000	7.1824	0.5680	3.3477	3.8829	3.8685	7.1824	0.5680	0.0000	14.3648	0.0000	0.0000	10.9785	true	NONE	7	0.5000	0.4839	5.5459	234776001	234776001
chr1	234783001	235020000	DIPLOID	55	0.5443	2.0000	0.1000	1.1198	1.0196	1.0159	2.0233	0.1000	0.1089	4.0233	0.0000	0.0000	4.0002	true	NONE	199	0.5029	0.4633	1.4093	234776001	234821001
chr1	235020001	235086000	DIPLOID	26	0.5643	1.4558	0.9504	1.0102	0.9675	0.9634	2.0588	0.2000	0.6492	3.5145	0.0000	0.0000	3.5527	true	NONE	66	0.5858	0.4748	1.6058	235020001	235020001
chr1	235086001	235633000	DIPLOID	375	0.5405	1.5858	0.9257	0.9966	0.8838	0.8784	1.8654	0.4381	0.7371	3.4512	0.0000	0.0000	3.5876	true	NONE	526	0.5405	0.4274	1.5805	235086001	235086001
chr1	235633001	235667000	DIPLOID	28	0.5351	1.6779	0.8348	1.0454	0.9623	0.9536	2.0000	0.1000	0.5002	3.6779	0.0000	0.0000	3.7222	true	NONE	31	0.5438	0.4676	1.5288	235633001	235633001
chr1	235667001	235887000	DIPLOID	1	0.5814	1.6511	0.8672	1.1520	0.9940	0.9851	2.5217	0.9607	1.0628	4.1728	0.0000	0.0000	4.1798	true	NONE	215	0.6043	0.3781	1.7482	235667001	235667001
chr1	235887001	236018000	DIPLOID	0	0.0000	1.9548	0.1545	1.0953	0.9644	0.9553	1.9548	0.1545	0.0000	3.9096	0.0000	0.0000	3.9514	true	NONE	126	0.5000	0.4479	1.4362	235887001	235887001
chr1	236018001	236305000	DIPLOID	254	0.5390	1.8293	0.5381	1.0780	0.9235	0.9143	2.0000	0.1000	0.3439	3.8293	0.0000	0.0000	3.9191	true	NONE	275	0.5223	0.4353	1.4683	236018001	236018001
chr1	236305001	236504000	DIPLOID	148	0.5395	1.5467	0.9492	0.9767	0.8832	0.8752	1.8121	0.5819	0.8260	3.3588	0.0000	0.0000	3.4961	true	NONE	194	0.5395	0.4400	1.5435	236305001	236305001
chr1	236504001	236529000	DIPLOID	21	0.5342	1.6827	0.8284	1.0313	0.9351	0.9269	1.9298	0.2377	0.5695	3.6125	0.0000	0.0000	3.6887	true	NONE	23	0.5342	0.4261	1.5550	236504001	236506001
chr1	236529001	237625000	DIPLOID	549	0.5405	1.7573	0.7043	1.0625	1.0016	0.9912	2.0000	0.1000	0.4347	3.7573	0.0000	0.0000	3.7555	true	NONE	1055	0.5323	0.4013	1.4971	236529001	236529001
chr1	237625001	237632000	DIPLOID	10	0.5594	1.6284	0.8906	1.0834	0.9791	0.9674	2.2259	0.6696	0.8728	3.8543	0.0000	0.0000	3.8789	true	NONE	6	0.5775	0.3460	1.6390	237625001	237625001
chr1	237632001	240006000	DIPLOID	1725	0.5385	1.9137	0.2899	1.0962	1.0417	1.0257	2.0000	0.1000	0.2099	3.9137	0.0000	0.0000	3.8647	true	NONE	2310	0.5110	0.3763	1.4345	237632001	237632001
chr1	240006001	240045000	DIPLOID	40	0.5329	1.7603	0.6982	1.0632	0.9988	0.9764	2.0000	0.1000	0.4254	3.7603	0.0000	0.0000	3.7618	true	NONE	38	0.5319	0.3942	1.4959	240006001	240006001
chr1	240045001	240229000	DIPLOID	56	0.5323	1.6194	0.8989	0.9990	0.9565	0.9352	1.8431	0.5009	0.7451	3.4626	0.0000	0.0000	3.5136	true	NONE	178	0.5323	0.4098	1.5850	240045001	240045001
chr1	240229001	240232000	HET_DELETION	1	0.5854	0.7783	0.6605	0.7096	0.6658	0.6514	1.3409	0.8581	0.8890	2.1192	0.0000	0.0000	2.5118	true	NONE	3	0.6327	0.3853	1.2250	240229001	240229001
chr1	240232001	240547000	DIPLOID	215	0.5422	1.7436	0.7307	1.0596	1.0061	0.9857	2.0000	0.1000	0.4504	3.7436	0.0000	0.0000	3.7364	true	NONE	310	0.5342	0.3874	1.5026	240229001	240232001
chr1	240547001	240586000	HET_DELETION	0	0.0000	1.0813	0.2739	0.4860	0.4772	0.4685	0.0000	1.5000	0.0000	1.0813	0.0000	0.0000	1.6954	true	NONE	39	0.0000	0.3933	1.4325	240547001	240547001
chr1	240586001	240754000	DIPLOID	50	0.5455	1.4917	0.9659	0.9601	0.9317	0.9154	1.7903	0.6337	0.8726	3.2820	0.0000	0.0000	3.3622	true	NONE	167	0.5455	0.4160	1.5128	240547001	240586001
chr1	240754001	241313000	DIPLOID	477	0.5385	1.6967	0.8087	1.0494	1.0015	0.9842	2.0000	0.1000	0.4893	3.6967	0.0000	0.0000	3.6950	true	NONE	538	0.5410	0.3918	1.5213	240754001	240754001
chr1	241313001	241650000	DIPLOID	225	0.5376	2.0000	0.1000	1.1433	1.0455	1.0284	2.1326	0.4322	0.2861	4.1326	0.0000	0.0000	4.0792	true	NONE	320	0.5160	0.3895	1.4530	241313001	241313001
chr1	241650001	241899000	DIPLOID	257	0.5405	1.7761	0.6653	1.0665	0.9667	0.9516	2.0000	0.1000	0.4136	3.7761	0.0000	0.0000	3.8152	true	NONE	246	0.5296	0.3876	1.4896	241650001	241650001
chr1	241899001	242042000	HET_DELETION	162	0.5403	1.3499	0.8684	0.8856	0.8331	0.8205	1.5863	0.9254	0.9690	2.9362	0.0000	0.0000	3.1322	true	NONE	142	0.5403	0.4552	1.3745	241899001	241899001
chr1	242042001	242045000	HET_DELETION	1	0.5283	1.6736	0.8404	1.0174	0.8441	0.8308	1.8744	0.4116	0.6615	3.5480	0.0000	0.0000	3.7310	true	NONE	3	0.5283	0.3807	1.5808	242042001	242042001
chr1	242045001	243308000	DIPLOID	469	0.5385	1.8427	0.5020	1.0809	1.0044	0.9889	2.0000	0.1000	0.3242	3.8427	0.0000	0.0000	3.8376	true	NONE	732	0.5205	0.4022	1.4629	241899001	242045001
chr1	243308001	244007000	DIPLOID	314	0.5396	2.0000	0.1000	1.1260	1.0324	1.0149	2.0518	0.1767	0.1493	4.0518	0.0000	0.0000	4.0138	true	NONE	676	0.5064	0.3885	1.4207	243308001	243308001
chr1	244007001	244229000	DIPLOID	189	0.5422	2.0000	0.1000	1.1531	1.0895	1.0693	2.1779	0.5565	0.3560	4.1779	0.0000	0.0000	4.0728	true	NONE	220	0.5213	0.4305	1.4711	244007001	244007001
chr1	244229001	244253000	DIPLOID	15	0.5441	1.8534	0.4724	1.0832	1.0794	1.0588	2.0000	0.1000	0.3114	3.8534	0.0000	0.0000	3.7601	true	NONE	23	0.5190	0.4509	1.4586	244229001	244229001
chr1	244253001	244707000	DIPLOID	230	0.5443	1.7202	0.7720	1.0545	0.9690	0.9490	2.0000	0.1000	0.4747	3.7202	0.0000	0.0000	3.7566	true	NONE	429	0.5376	0.4125	1.5119	244253001	244253001
chr1	244707001	244827000	DIPLOID	62	0.5472	1.4189	0.9289	0.9281	0.8744	0.8547	1.7143	0.7816	0.9359	3.1332	0.0000	0.0000	3.2807	true	NONE	118	0.5472	0.4572	1.4533	244707001	244707001
chr1	244827001	244872000	DIPLOID	42	0.5477	1.9671	0.1126	1.1077	1.0159	0.9923	2.0000	0.1000	0.1165	3.9671	0.0000	0.0000	3.9484	true	NONE	41	0.5041	0.4164	1.4132	244827001	244827001
chr1	244872001	245041000	DIPLOID	5	0.5867	1.2500	0.7186	0.9577	0.9051	0.8835	2.0208	0.1000	0.4803	3.2709	0.0000	0.0000	3.3823	true	NONE	168	0.6178	0.4242	1.5083	244872001	244872001
chr1	245041001	245392000	DIPLOID	204	0.5443	1.6238	0.8950	1.0207	0.9570	0.9336	1.9395	0.2057	0.5991	3.5633	0.0000	0.0000	3.6138	true	NONE	341	0.5443	0.4474	1.5747	245041001	245041001
chr1	245392001	245667000	DIPLOID	267	0.5441	1.6531	0.8650	1.0400	0.9988	0.9725	2.0000	0.1000	0.5251	3.6531	0.0000	0.0000	3.6545	true	NONE	264	0.5475	0.4392	1.5388	245392001	245392001
chr1	245667001	246237000	DIPLOID	650	0.5375	1.8780	0.4009	1.0885	1.0457	1.0177	2.0000	0.1000	0.2692	3.8780	0.0000	0.0000	3.8243	true	NONE	530	0.5157	0.4168	1.4488	245667001	245667001
chr1	246237001	246365000	DIPLOID	206	0.5375	1.8300	0.5362	1.0781	0.9845	0.9591	2.0000	0.1000	0.3420	3.8300	0.0000	0.0000	3.8481	true	NONE	114	0.5222	0.3780	1.4680	246237001	246237001
chr1	246365001	247616000	DIPLOID	862	0.5417	1.6408	0.8783	1.0374	0.9716	0.9463	2.0000	0.1000	0.5299	3.6408	0.0000	0.0000	3.6742	true	NONE	1129	0.5493	0.4248	1.5437	246365001	246365001
chr1	247616001	247635000	DIPLOID	0	0.0000	1.8288	0.5394	1.0410	1.0113	0.9830	1.8288	0.5394	0.0000	3.6575	0.0000	0.0000	3.6442	true	NONE	15	0.5000	0.3701	1.5370	247616001	247616001
chr1	247635001	248815000	DIPLOID	374	0.5402	1.8576	0.4606	1.0841	1.0249	0.9986	2.0000	0.1000	0.3028	3.8576	0.0000	0.0000	3.8284	true	NONE	824	0.5185	0.3773	1.4570	247635001	247635001
chr1	248815001	248925000	DIPLOID	0	0.0000	1.9969	0.1000	1.1134	1.0518	1.0236	1.9969	0.1000	0.0000	3.9938	0.0000	0.0000	3.9330	true	NONE	96	0.5000	0.4601	1.4025	248815001	248815001
chr1	248925001	248956422	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	248925001	248925001
chr2	1	14000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	TELOMERE	0	1.0000	0.0000	1.8000	1	1
chr2	14001	23000	DIPLOID	0	0.0000	2.3958	0.9118	1.2853	1.0366	1.0857	2.3958	0.9118	0.0000	4.7915	0.0000	0.0000	4.7485	true	NONE	7	0.5000	0.4289	1.7166	1	14001
chr2	23001	1522000	DIPLOID	1191	0.5402	2.0000	0.1000	1.1231	1.0195	1.0680	2.0386	0.1321	0.1254	4.0386	0.0000	0.0000	4.0157	true	NONE	1345	0.5048	0.4370	1.4154	23001	23001
chr2	1522001	1531000	HET_DELETION	0	0.0000	1.0818	0.2754	0.4861	0.4592	0.4815	0.0000	1.5000	0.0000	1.0818	0.0000	0.0000	1.7171	true	NONE	9	0.0000	0.5667	1.4327	1522001	1522001
chr2	1531001	1533000	HET_DELETION	0	0.0000	0.2391	0.6970	0.3045	0.2186	0.2292	0.0000	1.5000	0.0000	0.2391	0.0000	0.0000	1.1569	true	NONE	2	0.0000	0.5700	1.7044	1531001	1531001
chr2	1533001	1536000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0009	0.0010	0.0011	-1.1704	3.1392	0.0000	-1.1704	0.0000	0.0000	0.0029	true	NONE	2	1.0000	0.5640	2.2682	1533001	1534001
